cycle,timestamp,games,avg_len,min_len,max_len,win_rate,draw_rate,loss_rate,avg_reward,avg_loss,avg_grad,avg_entropy,buffer_size,buffer_util,total_games,total_experiences
1,1758576138450,60,74,28,12,120,0,0000,0,2167,0,0000,0,002244,0,241011,0,306048,2,987570,4457,0,0891,60,4457
2,1758576288300,60,49,63,17,120,0,0000,0,1167,0,0500,0,013365,0,289376,0,402786,2,992031,7435,0,1487,120,7435
